"Name","Slug","Path"
"Vaal Volcanic Fissure","vaal-volcanic-fissure","gem/vaal/vaal-volcanic-fissure.png"
"Vaal Arc","vaal-arc","gem/vaal/vaal-arc.png"
"Vaal Molten Strike","vaal-molten-strike","gem/vaal/vaal-molten-strike.png"
"Trap Support","trap-support","gem/vaal/trap-support.png"
"Vaal Flicker Strike","vaal-flicker-strike","gem/vaal/vaal-flicker-strike.png"
"Vaal Fireball","vaal-fireball","gem/vaal/vaal-fireball.png"
"Vaal Venom Gyre","vaal-venom-gyre","gem/vaal/vaal-venom-gyre.png"
"Vaal Earthquake","vaal-earthquake","gem/vaal/vaal-earthquake.png"
"Vaal Ice Shot","vaal-ice-shot","gem/vaal/vaal-ice-shot.png"
"Vaal Caustic Arrow","vaal-caustic-arrow","gem/vaal/vaal-caustic-arrow.png"
"Vaal Firestorm","vaal-firestorm","gem/vaal/vaal-firestorm.png"
"Vaal Cleave","vaal-cleave","gem/vaal/vaal-cleave.png"
"Ancestral Call Support","ancestral-call-support","gem/vaal/ancestral-call-support.png"
"Vaal Rain of Arrows","vaal-rain-of-arrows","gem/vaal/vaal-rain-of-arrows.png"
"Vaal Blade Vortex","vaal-blade-vortex","gem/vaal/vaal-blade-vortex.png"
"Vaal Cyclone","vaal-cyclone","gem/vaal/vaal-cyclone.png"
"Vaal Grace","vaal-grace","gem/vaal/vaal-grace.png"
"Blood of Corruption","blood-of-corruption","gem/vaal/blood-of-corruption.png"
"Vaal Impurity of Ice","vaal-impurity-of-ice","gem/vaal/vaal-impurity-of-ice.png"
"Vaal Righteous Fire","vaal-righteous-fire","gem/vaal/vaal-righteous-fire.png"
"Vaal Reave","vaal-reave","gem/vaal/vaal-reave.png"
"Spectral Throw","spectral-throw","gem/vaal/spectral-throw.png"
"Vaal Rejuvenation Totem","vaal-rejuvenation-totem","gem/vaal/vaal-rejuvenation-totem.png"
"Orb of Scouring","orb-of-scouring","jewel/orb-of-scouring.png"
"Murderous Eye Jewel","murderous-eye-jewel","jewel/murderous-eye-jewel.png"
"Fragility","fragility","jewel/fragility.png"
"Searching Eye Jewel","searching-eye-jewel","jewel/searching-eye-jewel.png"
"Intuitive Leap","intuitive-leap","jewel/intuitive-leap.png"
"Unnatural Instinct","unnatural-instinct","jewel/unnatural-instinct.png"
"Cobalt Jewel","cobalt-jewel","jewel/cobalt-jewel.png"
"Pacifism","pacifism","jewel/pacifism.png"
"Impossible Escape","impossible-escape","jewel/impossible-escape.png"
"Crimson Jewel","crimson-jewel","jewel/crimson-jewel.png"
"Small Cluster Jewel","small-cluster-jewel","jewel/small-cluster-jewel.png"
"Brute Force Solution","brute-force-solution","jewel/brute-force-solution.png"
"Seething Fury","seething-fury","jewel/seething-fury.png"
"Hypnotic Eye Jewel","hypnotic-eye-jewel","jewel/hypnotic-eye-jewel.png"
"Inertia","inertia","jewel/inertia.png"
"Large Cluster Jewel","large-cluster-jewel","jewel/large-cluster-jewel.png"
"Fluid Motion","fluid-motion","jewel/fluid-motion.png"
"The Golden Rule","the-golden-rule","jewel/the-golden-rule.png"
"Fortress Covenant","fortress-covenant","jewel/fortress-covenant.png"
"Self-Flagellation","self-flagellation","jewel/self-flagellation.png"
"Rain of Splinters","rain-of-splinters","jewel/rain-of-splinters.png"
"Reckless Defence","reckless-defence","jewel/reckless-defence.png"
"The Blood of Innocence","the-blood-of-innocence","jewel/the-blood-of-innocence.png"
"Maven's Invitation: The Feared","mavens-invitation-the-feared","jewel/mavens-invitation-the-feared.png"
"Chill of Corruption","chill-of-corruption","jewel/chill-of-corruption.png"
"To Dust","to-dust","jewel/to-dust.png"
"Quickening Covenant","quickening-covenant","jewel/quickening-covenant.png"
"Atziri's Reign","atziris-reign","jewel/atziris-reign.png"
"Healthy Mind","healthy-mind","jewel/healthy-mind.png"
"Tempered Mind","tempered-mind","jewel/tempered-mind.png"
"Tempered Spirit","tempered-spirit","jewel/tempered-spirit.png"
"Ghastly Eye Jewel","ghastly-eye-jewel","jewel/ghastly-eye-jewel.png"
"Fevered Mind","fevered-mind","jewel/fevered-mind.png"
"Hidden Potential","hidden-potential","jewel/hidden-potential.png"
"Fertile Mind","fertile-mind","jewel/fertile-mind.png"
"Thread of Hope","thread-of-hope","jewel/thread-of-hope.png"
"Efficient Training","efficient-training","jewel/efficient-training.png"
"Viridian Jewel","viridian-jewel","jewel/viridian-jewel.png"
"Careful Planning","careful-planning","jewel/careful-planning.png"
"Prismatic Jewel","prismatic-jewel","jewel/prismatic-jewel.png"
"Energised Armour","energised-armour","jewel/energised-armour.png"
"Forbidden Tome","forbidden-tome","jewel/forbidden-tome.png"
"Simulacrum","simulacrum","jewel/simulacrum.png"
"Medium Cluster Jewel","medium-cluster-jewel","jewel/medium-cluster-jewel.png"
"Tempered Flesh","tempered-flesh","jewel/tempered-flesh.png"
"Powerlessness","powerlessness","jewel/powerlessness.png"
"Energy From Within","energy-from-within","jewel/energy-from-within.png"
